Image,DICE
187_img_sli_007.npy,0
187_img_sli_008.npy,0.12553495
187_img_sli_009.npy,0.707482993
187_img_sli_010.npy,0.723944714
187_img_sli_011.npy,0.722222222
187_img_sli_013.npy,0.618892508
189_img_sli_001.npy,0.088298636
189_img_sli_002.npy,0.342260782
189_img_sli_004.npy,0.489371125
189_img_sli_005.npy,0.644578313
189_img_sli_006.npy,0.692323232
189_img_sli_008.npy,0.680870688
189_img_sli_009.npy,0.639723434
189_img_sli_011.npy,0.677312139
189_img_sli_013.npy,0.719961083
189_img_sli_015.npy,0.754961577
189_img_sli_016.npy,0.82577739
189_img_sli_018.npy,0.73510737
189_img_sli_019.npy,0.878328742
189_img_sli_020.npy,0.810799755
189_img_sli_021.npy,0.844330557
189_img_sli_022.npy,0.785837827
189_img_sli_023.npy,0.836515648
189_img_sli_024.npy,0.864192368
189_img_sli_025.npy,0.826444254
189_img_sli_026.npy,0.866443566
189_img_sli_027.npy,0.768415611
189_img_sli_028.npy,0.628468368
189_img_sli_029.npy,0.717485265
189_img_sli_031.npy,0.632340662
189_img_sli_032.npy,0.626060772
189_img_sli_033.npy,0.637801609
189_img_sli_034.npy,0.877630375
189_img_sli_035.npy,0.864121413
189_img_sli_036.npy,0.858208955
189_img_sli_037.npy,0.894216134
189_img_sli_038.npy,0.883776659
189_img_sli_039.npy,0.893047433
189_img_sli_040.npy,0.875551633
189_img_sli_042.npy,0.878756477
189_img_sli_043.npy,0.801792382
189_img_sli_045.npy,0.670235546
189_img_sli_047.npy,0.653778559
189_img_sli_048.npy,0.773180308
189_img_sli_049.npy,0.683250415
18_img_sli_001.npy,0.535193243
18_img_sli_004.npy,0.863695155
18_img_sli_005.npy,0.783208259
18_img_sli_006.npy,0.772654679
18_img_sli_009.npy,0.849405619
18_img_sli_010.npy,0.858367668
18_img_sli_011.npy,0.785466024
18_img_sli_012.npy,0.821307692
18_img_sli_013.npy,0.818139845
18_img_sli_015.npy,0.698371422
18_img_sli_016.npy,0.744350351
18_img_sli_017.npy,0.584171437
18_img_sli_018.npy,0.592511466
190_img_sli_000.npy,0.03085554
190_img_sli_001.npy,0.175661376
190_img_sli_003.npy,0.501075269
190_img_sli_004.npy,0.467270896
190_img_sli_005.npy,0.557132188
190_img_sli_006.npy,0.756554307
190_img_sli_007.npy,0.753846154
190_img_sli_008.npy,0.647307925
190_img_sli_009.npy,0.521048451
190_img_sli_010.npy,0.430072757
190_img_sli_011.npy,0.27008547
190_img_sli_012.npy,0.187038556
190_img_sli_014.npy,0.264785676
190_img_sli_015.npy,0.312761506
190_img_sli_017.npy,0.250233427
191_img_sli_000.npy,0.23798627
191_img_sli_001.npy,0.306179775
191_img_sli_002.npy,0.485116653
191_img_sli_003.npy,0.638554217
191_img_sli_004.npy,0.52311622
191_img_sli_005.npy,0.347150259
191_img_sli_006.npy,0.158986175
191_img_sli_007.npy,0.504807692
191_img_sli_008.npy,0.155216285
